,Mashup,k = 1,k = 2,k = 3,k = 4,k = 5,k = 6,k = 7,k = 8,k = 9,k = 10
0,http://www.programmableweb.com/mashup/simple-latitude,0.0,0.02083333333333334,0.013888888888888893,0.01041666666666667,0.014276543189718032,0.011897119324765027,0.016759840867518444,,,
1,http://www.programmableweb.com/mashup/posto,1.0,0.6875,0.5694444444444444,0.4270833333333333,0.39166666666666666,0.3680555555555555,0.36897252401822395,0.35571898024396587,0.38047991800928505,0.37096746011428927
2,http://www.programmableweb.com/mashup/geobytes-ip-address-locator,0.0,0.0,0.0,0.0,0.0,0.0,0.0022675736961451248,0.001984126984126984,0.001763668430335097,0.0015873015873015873
3,http://www.programmableweb.com/mashup/stel-order,1.0,0.5728144539877679,0.5680555623612084,0.4260416717709063,0.38101227082987704,0.34337856333156824,0.32573719639803134,0.2850200468482774,0.25335115275402437,0.2362677078520658
4,http://www.programmableweb.com/mashup/oznewsy,0.25,0.25,0.21983926562147485,0.20260153612818577,0.1620812289025486,0.13506769075212385,0.17101938352603568,0.16654987904132104,0.17002372070203733,0.18876068385953781
5,http://www.programmableweb.com/mashup/uber-calculator-statistics,0.0,0.027777777777777776,0.018518518518518517,0.027777777777777776,0.03977550996792524,0.059644474228509915,0.06463130824793019,0.07182245540745004,0.07796502889130595,0.07909081125405623
6,http://www.programmableweb.com/mashup/dino-map,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.12500000000000003,0.1344948974278318,0.13626771485370978,0.13797350004940973,0.1207268125432335,0.107312722260652,0.0965814500345868
7,http://www.programmableweb.com/mashup/data-visualizer-hack-alchemyapi,0.0,0.0,0.013888888888888886,0.03709021012270647,0.05674323591003065,0.04728602992502554,0.04053088279287904,0.03546452244376916,0.042965707546271804,0.038669136791644625
8,http://www.programmableweb.com/mashup/moves-geojson,0.4999999999999999,0.4999999999999999,0.43967853124294964,0.5118972460805307,0.5660863393593483,0.5625099203818561,0.5590445634490678,0.5424405893954789,0.5398979960482063,
9,http://www.programmableweb.com/mashup/se-ranking,0.0,0.0,0.0,0.0,0.0,0.004629629629629631,0.00396825396825397,0.0034722222222222233,0.007201646090534982,0.006481481481481484
10,http://www.programmableweb.com/mashup/pricemachine,0.1666666666666667,0.14513180198309972,0.14891187874665401,0.18737126659864578,0.20518053821147628,0.1709837818428969,0.14655752729391164,0.142441899837645,0.15016899178626714,0.13515209260764044
11,http://www.programmableweb.com/mashup/moves-mapper,0.4999999999999999,0.4999999999999999,0.43967853124294964,0.5118972460805307,0.5660863393593483,0.5625099203818561,0.5590445634490678,0.5424405893954789,0.5398979960482063,
12,http://www.programmableweb.com/mashup/detective,0.4999999999999999,0.6767766952966368,0.6408629947740409,0.6940355937288492,0.6717970174780031,0.6546701135198109,0.6155175169429622,0.538577827325092,0.47873584651119283,0.4735399313897372
13,http://www.programmableweb.com/mashup/zabra,0.0,0.04166666666666668,0.07823601613688129,0.09226810451299003,0.07381448361039203,0.10125939355818502,0.10705497569939827,0.11178975915093305,0.09936867480082938,0.08943180732074643
14,http://www.programmableweb.com/mashup/idealista-arcgis,0.1666666666666667,0.2805021169820366,0.30982502079325985,0.3632280186376917,0.35186855860238964,0.3673013652208155,0.37945815773779434,0.38931951911240864,0.3975036761230999,0.38971698005757993
15,http://www.programmableweb.com/mashup/sdmx-sax-faces,0.3333333333333334,0.1666666666666667,0.18518518518518523,0.13888888888888892,0.15111111111111114,0.12592592592592597,0.10793650793650797,0.09444444444444447,0.10041152263374488,0.12346438113795544
16,http://www.programmableweb.com/mashup/ibeeking,1.0,0.5,0.3333333333333333,0.25,0.2,0.1875,0.1784861304744885,0.15617536416517744,,
17,http://www.programmableweb.com/mashup/click4support,0.1,0.1,0.09221844253913465,0.06916383190435099,0.05533106552348079,0.046109221269567326,0.039522189659629135,0.034581915952175496,0.03812605820826148,0.05769213256024328
18,http://www.programmableweb.com/mashup/bitcoin-atm,0.25,0.3937287392826325,0.42147512171985496,0.3781562962790628,0.3913081887983587,0.3260901573319656,0.3350074571902096,0.29313152504143336,0.2788920888910131,0.3029990660573568
19,http://www.programmableweb.com/mashup/streamboxr,0.0,0.0625,0.041666666666666664,0.03125,0.025,0.020833333333333332,0.025424302283644864,0.022246264498189255,0.019774457331723783,0.017797011598551404
20,http://www.programmableweb.com/mashup/grasshopper,0.0,0.0,0.0,0.0,0.0,0.0,0.006802721088435376,0.005952380952380954,0.0052910052910052924,0.004761904761904763
21,http://www.programmableweb.com/mashup/bookafy-online-scheduling,0.055555555555555566,0.027777777777777783,0.03959391087884626,0.0296954331591347,0.023756346527307758,0.01979695543942313,0.02083980938160656,0.01823483320890574,0.019597000965188936,0.01763730086867004
22,http://www.programmableweb.com/mashup/followfly,0.12499999999999997,0.1968643696413162,0.1312429130942108,0.12043606435915596,0.13074042737487904,0.10895035614573252,0.09338601955348502,0.09905322644037527,0.08804731239144468,0.08833997723671193
23,http://www.programmableweb.com/mashup/swyft,0.1666666666666667,0.3333333333333334,0.2222222222222223,0.1666666666666667,0.15565384140902214,0.15223942989540937,0.15586386391492973,0.13638088092556352,0.1396629222575918,0.15674834718705802
24,http://www.programmableweb.com/mashup/ifixit-android,0.06666666666666665,0.06243673770847684,0.041624491805651226,0.03121836885423842,0.03600448819640421,0.030003740163670172,0.06300799123163588,0.06354537641530482,0.06905318985263285,0.07157125419077079
25,http://www.programmableweb.com/mashup/proprofs-learning-management-system,,,,,,,,,,
26,http://www.programmableweb.com/mashup/going-out-paris,0.0,0.04166666666666668,0.13888888888888892,0.13147208691207965,0.12598647182006134,0.13005453004622283,0.1261978527088243,0.13817534572827436,0.12282252953624388,0.11054027658261949
27,http://www.programmableweb.com/mashup/magic-mosaic,0.0,0.04166666666666668,0.05524376384434062,0.0638268844901415,0.0698381514649647,0.12509424540035566,0.149059216562625,0.14817810767179615,0.14488930394672658,0.13040037355205392
28,http://www.programmableweb.com/mashup/controlmobile,0.0,0.04166666666666668,0.07823601613688129,0.09226810451299003,0.07381448361039203,0.10125939355818502,0.10705497569939827,0.11178975915093305,0.09936867480082938,0.08943180732074643
29,http://www.programmableweb.com/mashup/equaldex-collaborative-lgbt-rights-knowledge-base,0.25,0.1609321848206581,0.2966352504617645,0.24941729678905664,0.1995338374312453,0.18405101238051613,0.15775801061187097,0.15926018176645526,0.14968074014296656,0.14178673477262502
30,http://www.programmableweb.com/mashup/online-basketball-camp,0.0,0.031249999999999993,0.04143282288325545,0.05307849670093944,0.057294429836695485,0.056185784979519315,0.058629646519808606,0.060619425762084775,0.05388393401074202,0.04849554060966782
31,http://www.programmableweb.com/mashup/touristica,0.1,0.1353553390593274,0.1147603013860688,0.12615906080438344,0.11575567576825294,0.12765157163687085,0.13043005186842835,0.1390639842027523,0.12361243040244647,0.12987797487231006
32,http://www.programmableweb.com/mashup/jobjolly,1.0,0.6875,0.5694444444444444,0.4270833333333333,0.39166666666666666,0.3680555555555555,0.36897252401822395,0.35571898024396587,0.38047991800928505,0.34243192620835655
33,http://www.programmableweb.com/mashup/maco-travel-cms,0.25,0.25,0.21983926562147485,0.20260153612818577,0.1620812289025486,0.13506769075212385,0.17101938352603568,0.16654987904132104,0.17002372070203733,0.18876068385953781
34,http://www.programmableweb.com/mashup/get-control,0.0,0.1666666666666667,0.11111111111111115,0.08333333333333336,0.06666666666666668,0.06944444444444446,0.0731292517006803,0.06398809523809526,0.0671663727219283,0.06891661381460579
35,http://www.programmableweb.com/mashup/bagiq,0.25,0.125,0.13888888888888887,0.10416666666666666,0.13161760458079522,0.10968133715066268,0.12885148860233428,0.11274505252704249,0.11820679707572353,0.10638611736815118
36,http://www.programmableweb.com/mashup/moonotes,0.0,0.12499999999999997,0.08333333333333331,0.062499999999999986,0.07966326495188784,0.06638605412657321,0.0788393720499307,0.09736720962068507,0.13060929868446508,0.11754836881601857
37,http://www.programmableweb.com/mashup/athenaeum,0.06666666666666665,0.06243673770847684,0.041624491805651226,0.03121836885423842,0.03600448819640421,0.030003740163670172,0.04226723412092442,0.043692093767695186,0.03883741668239572,0.041607398266643246
38,http://www.programmableweb.com/mashup/anythingtohtml,0.0,0.25,0.16666666666666666,0.125,0.1,0.08333333333333333,0.07142857142857142,0.0625,0.05555555555555555,0.053720084679281466
39,http://www.programmableweb.com/mashup/meteo-malineo,1.0,0.5,0.43452040028032884,0.4869746920345982,0.5326737643952636,0.44389480366271966,0.38048126028233115,0.3704010632819701,0.3292453895839734,0.34786785600936854
40,http://www.programmableweb.com/mashup/pricezombie-price-tracker,0.1666666666666667,0.14513180198309972,0.14891187874665401,0.21202758782931816,0.22836576884926543,0.19030480737438785,0.16311840632090388,0.15771303312303955,0.16481128731564604,0.14833015858408144
41,http://www.programmableweb.com/mashup/sap-fico-jobs,0.4999999999999999,0.4999999999999999,0.49999999999999994,0.37499999999999994,0.37999999999999995,0.38611111111111107,0.4235142973999878,0.4284985536810291,0.38088760327202587,0.40522524981601615
42,http://www.programmableweb.com/mashup/nostalgia,0.25,0.125,0.1781725989548082,0.17484607087194434,0.18218395813056368,0.18814434110394765,0.2092121965865395,0.23586450654089147,0.23257572645057126,0.2266449573563095
43,http://www.programmableweb.com/mashup/moves-daily-life,0.4999999999999999,0.4999999999999999,0.43967853124294964,0.5118972460805307,0.5660863393593483,0.5625099203818561,0.5590445634490678,0.5424405893954789,0.5398979960482063,
44,http://www.programmableweb.com/mashup/segment,0.0,0.08333333333333336,0.05555555555555557,0.04166666666666668,0.03333333333333334,0.027777777777777787,0.05600034562972026,0.04900030242600523,0.04355582437867131,0.03920024194080418
45,http://www.programmableweb.com/mashup/bitcoin-checkout,0.1666666666666667,0.26248582618842164,0.28098341447990327,0.25210419751937513,0.2016833580155001,0.23162227339399336,0.19853337719485145,0.2042030131242894,0.1815137894438128,0.18620698100319327
46,http://www.programmableweb.com/mashup/moves-elizabeth,0.4999999999999999,0.4999999999999999,0.43967853124294964,0.5118972460805307,0.5660863393593483,0.5625099203818561,0.5590445634490678,0.5424405893954789,0.5398979960482063,
47,http://www.programmableweb.com/mashup/moves-modulate,0.4999999999999999,0.4999999999999999,0.43967853124294964,0.5118972460805307,0.5660863393593483,0.5625099203818561,0.5590445634490678,0.5424405893954789,0.5398979960482063,
48,http://www.programmableweb.com/mashup/bing-maps-mashup-tilt-shift,0.0,0.1666666666666667,0.1465595104143166,0.17063241536017698,0.1365059322881416,0.17043383564344805,0.1823339484069432,0.19853215799666052,0.1764730293303649,0.1724136225134268
49,http://www.programmableweb.com/mashup/collection-trakr,0.25,0.25,0.25,0.25,0.25,0.23635787434675512,0.2257329428376918,0.22647809671100022,0.21555439315483604,0.21647786341825923
50,http://www.programmableweb.com/mashup/early-movie-trailers,1.0,0.5,0.3333333333333333,0.30691772515768495,0.24553418012614797,0.2391678427677981,0.2287481790049347,0.20015465662931786,0.2005763510647861,0.22231135998899582
51,http://www.programmableweb.com/mashup/222acres.com,0.4999999999999999,0.36383545031536985,0.3857430929430035,0.40109951561942847,0.4124266178793353,0.42115204641596865,0.40633218464630577,0.394163959974866,0.39969860535767543,0.4125347267825627
